publishTime,startTime,generation_forecast,generation_actual,forecast_horizon_hours,error,abs_error,rel_error,hour
2024-01-25 04:30:00+00:00,2024-01-26 10:00:00+00:00,18083,14755,29.5,3328,3328,22.555066079295155,10
2024-01-25 04:30:00+00:00,2024-01-26 11:00:00+00:00,18059,15050,30.5,3009,3009,19.993355481727576,11
2024-01-25 04:30:00+00:00,2024-01-26 12:00:00+00:00,17826,15103,31.5,2723,2723,18.029530556843014,12
2024-01-25 04:30:00+00:00,2024-01-26 13:00:00+00:00,17341,15185,32.5,2156,2156,14.198221929535727,13
2024-01-25 04:30:00+00:00,2024-01-26 14:00:00+00:00,16751,14854,33.5,1897,1897,12.770970782280866,14
2024-01-25 04:30:00+00:00,2024-01-26 15:00:00+00:00,16187,13927,34.5,2260,2260,16.22747181733324,15
2024-01-25 04:30:00+00:00,2024-01-26 16:00:00+00:00,15639,13208,35.5,2431,2431,18.405511811023622,16
2024-01-25 04:30:00+00:00,2024-01-26 17:00:00+00:00,15481,13030,36.5,2451,2451,18.810437452033767,17
2024-01-25 04:30:00+00:00,2024-01-26 18:00:00+00:00,15318,12745,37.5,2573,2573,20.188309140839543,18
2024-01-25 04:30:00+00:00,2024-01-26 19:00:00+00:00,15422,12733,38.5,2689,2689,21.11835388360952,19
2024-01-25 04:30:00+00:00,2024-01-26 20:00:00+00:00,15524,12562,39.5,2962,2962,23.579047922305367,20
2024-01-25 04:30:00+00:00,2024-01-26 21:00:00+00:00,15594,12454,40.5,3140,3140,25.212783041593063,21
2024-01-25 04:30:00+00:00,2024-01-26 22:00:00+00:00,15596,12336,41.5,3260,3260,26.426718547341117,22
2024-01-25 04:30:00+00:00,2024-01-26 23:00:00+00:00,15596,11989,42.5,3607,3607,30.085912086078903,23
2024-01-25 04:30:00+00:00,2024-01-27 00:00:00+00:00,15594,11898,43.5,3696,3696,31.06404437720625,0
2024-01-25 04:30:00+00:00,2024-01-27 01:00:00+00:00,15659,11576,44.5,4083,4083,35.27125086385625,1
2024-01-25 04:30:00+00:00,2024-01-27 02:00:00+00:00,15715,11146,45.5,4569,4569,40.99228422752557,2
2024-01-25 04:30:00+00:00,2024-01-27 03:00:00+00:00,15764,10526,46.5,5238,5238,49.76249287478625,3
2024-01-25 04:30:00+00:00,2024-01-27 04:00:00+00:00,15831,10210,47.5,5621,5621,55.053868756121446,4
2024-01-25 02:30:00+00:00,2024-01-25 21:00:00+00:00,17921,14506,18.5,3415,3415,23.54198262787812,21
2024-01-25 02:30:00+00:00,2024-01-25 22:00:00+00:00,18407,14593,19.5,3814,3814,26.13581854313712,22
2024-01-25 02:30:00+00:00,2024-01-25 23:00:00+00:00,18908,14478,20.5,4430,4430,30.59814891559608,23
2024-01-25 02:30:00+00:00,2024-01-26 00:00:00+00:00,19223,14317,21.5,4906,4906,34.266955367744636,0
2024-01-25 02:30:00+00:00,2024-01-26 01:00:00+00:00,19270,14422,22.5,4848,4848,33.61530994314242,1
2024-01-25 02:30:00+00:00,2024-01-26 02:00:00+00:00,18976,14316,23.5,4660,4660,32.55099189717798,2
2024-01-25 02:30:00+00:00,2024-01-26 03:00:00+00:00,18877,14523,24.5,4354,4354,29.98003167389658,3
2024-01-25 02:30:00+00:00,2024-01-26 04:00:00+00:00,19001,14632,25.5,4369,4369,29.859212684527066,4
2024-01-25 02:30:00+00:00,2024-01-26 05:00:00+00:00,19116,14692,26.5,4424,4424,30.11162537435339,5
2024-01-25 02:30:00+00:00,2024-01-26 06:00:00+00:00,19081,14547,27.5,4534,4534,31.167938406544305,6
2024-01-25 02:30:00+00:00,2024-01-26 07:00:00+00:00,18842,14603,28.5,4239,4239,29.028281859891802,7
2024-01-25 02:30:00+00:00,2024-01-26 08:00:00+00:00,18576,14722,29.5,3854,3854,26.178508354843093,8
2024-01-25 02:30:00+00:00,2024-01-26 09:00:00+00:00,18226,14620,30.5,3606,3606,24.664842681258552,9
2024-01-25 02:30:00+00:00,2024-01-26 10:00:00+00:00,18083,14755,31.5,3328,3328,22.555066079295155,10
2024-01-25 02:30:00+00:00,2024-01-26 11:00:00+00:00,18060,15050,32.5,3010,3010,20.0,11
2024-01-25 02:30:00+00:00,2024-01-26 12:00:00+00:00,17833,15103,33.5,2730,2730,18.07587896444415,12
2024-01-25 02:30:00+00:00,2024-01-26 13:00:00+00:00,17342,15185,34.5,2157,2157,14.204807375699705,13
2024-01-25 02:30:00+00:00,2024-01-26 14:00:00+00:00,16751,14854,35.5,1897,1897,12.770970782280866,14
2024-01-25 02:30:00+00:00,2024-01-26 15:00:00+00:00,16185,13927,36.5,2258,2258,16.213111222804624,15
2024-01-25 02:30:00+00:00,2024-01-26 16:00:00+00:00,15642,13208,37.5,2434,2434,18.428225317989096,16
2024-01-25 02:30:00+00:00,2024-01-26 17:00:00+00:00,15489,13030,38.5,2459,2459,18.871834228702994,17
2024-01-25 02:30:00+00:00,2024-01-26 18:00:00+00:00,15328,12745,39.5,2583,2583,20.266771282856023,18
2024-01-25 02:30:00+00:00,2024-01-26 19:00:00+00:00,15431,12733,40.5,2698,2698,21.189036362208434,19
2024-01-25 02:30:00+00:00,2024-01-26 20:00:00+00:00,15533,12562,41.5,2971,2971,23.650692564878202,20
2024-01-25 02:30:00+00:00,2024-01-26 21:00:00+00:00,15601,12454,42.5,3147,3147,25.26898988276859,21
2024-01-25 02:30:00+00:00,2024-01-26 22:00:00+00:00,15604,12336,43.5,3268,3268,26.491569390402077,22
2024-01-25 02:30:00+00:00,2024-01-26 23:00:00+00:00,15605,11989,44.5,3616,3616,30.160980899157565,23
2024-01-25 02:30:00+00:00,2024-01-27 00:00:00+00:00,15603,11898,45.5,3705,3705,31.13968734241049,0
2024-01-25 02:30:00+00:00,2024-01-27 01:00:00+00:00,15667,11576,46.5,4091,4091,35.340359364201795,1
2024-01-25 02:30:00+00:00,2024-01-27 02:00:00+00:00,15722,11146,47.5,4576,4576,41.05508702673605,2
2024-01-24 22:30:00+00:00,2024-01-25 03:00:00+00:00,5749,6055,4.5,-306,306,5.053674649050372,3
2024-01-24 22:30:00+00:00,2024-01-25 04:00:00+00:00,5567,6007,5.5,-440,440,7.324787747627767,4
2024-01-24 22:30:00+00:00,2024-01-25 05:00:00+00:00,5679,6135,6.5,-456,456,7.432762836185819,5
2024-01-24 22:30:00+00:00,2024-01-25 06:00:00+00:00,6266,6573,7.5,-307,307,4.670622242507227,6
2024-01-24 22:30:00+00:00,2024-01-25 07:00:00+00:00,7280,7496,8.5,-216,216,2.88153681963714,7
2024-01-24 22:30:00+00:00,2024-01-25 08:00:00+00:00,8652,8529,9.5,123,123,1.4421385860007034,8
2024-01-24 22:30:00+00:00,2024-01-25 09:00:00+00:00,10366,10362,10.5,4,4,0.03860258637328701,9
2024-01-24 22:30:00+00:00,2024-01-25 10:00:00+00:00,12340,11463,11.5,877,877,7.6507022594434275,10
2024-01-24 22:30:00+00:00,2024-01-25 11:00:00+00:00,13753,12490,12.5,1263,1263,10.11208967173739,11
2024-01-24 22:30:00+00:00,2024-01-25 12:00:00+00:00,14759,12824,13.5,1935,1935,15.088895820336868,12
2024-01-24 22:30:00+00:00,2024-01-25 13:00:00+00:00,15262,13605,14.5,1657,1657,12.179345828739434,13
2024-01-24 22:30:00+00:00,2024-01-25 14:00:00+00:00,15492,13819,15.5,1673,1673,12.106520008683697,14
2024-01-24 22:30:00+00:00,2024-01-25 15:00:00+00:00,15633,13601,16.5,2032,2032,14.940077935445922,15
2024-01-24 22:30:00+00:00,2024-01-25 16:00:00+00:00,15942,14202,17.5,1740,1740,12.251795521757499,16
2024-01-24 22:30:00+00:00,2024-01-25 17:00:00+00:00,16295,14242,18.5,2053,2053,14.415110237326218,17
2024-01-24 22:30:00+00:00,2024-01-25 18:00:00+00:00,16621,14704,19.5,1917,1917,13.03726877040261,18
2024-01-24 22:30:00+00:00,2024-01-25 19:00:00+00:00,17101,14109,20.5,2992,2992,21.206322205684312,19
2024-01-24 22:30:00+00:00,2024-01-25 20:00:00+00:00,17509,14402,21.5,3107,3107,21.573392584363283,20
2024-01-24 22:30:00+00:00,2024-01-25 21:00:00+00:00,17948,14506,22.5,3442,3442,23.728112505170273,21
2024-01-24 22:30:00+00:00,2024-01-25 22:00:00+00:00,18479,14593,23.5,3886,3886,26.629205783594873,22
2024-01-24 22:30:00+00:00,2024-01-25 23:00:00+00:00,18905,14478,24.5,4427,4427,30.577427821522306,23
2024-01-24 22:30:00+00:00,2024-01-26 00:00:00+00:00,19124,14317,25.5,4807,4807,33.57546972131033,0
2024-01-24 22:30:00+00:00,2024-01-26 01:00:00+00:00,19101,14422,26.5,4679,4679,32.443489113853836,1
2024-01-24 22:30:00+00:00,2024-01-26 02:00:00+00:00,18856,14316,27.5,4540,4540,31.71276892986868,2
2024-01-24 22:30:00+00:00,2024-01-26 03:00:00+00:00,18827,14523,28.5,4304,4304,29.635750189354816,3
2024-01-24 22:30:00+00:00,2024-01-26 04:00:00+00:00,19072,14632,29.5,4440,4440,30.344450519409516,4
2024-01-24 22:30:00+00:00,2024-01-26 05:00:00+00:00,19131,14692,30.5,4439,4439,30.21372175333515,5
2024-01-24 22:30:00+00:00,2024-01-26 06:00:00+00:00,19110,14547,31.5,4563,4563,31.36729222520107,6
2024-01-24 22:30:00+00:00,2024-01-26 07:00:00+00:00,18875,14603,32.5,4272,4272,29.25426282270766,7
2024-01-24 22:30:00+00:00,2024-01-26 08:00:00+00:00,18612,14722,33.5,3890,3890,26.423040347778837,8
2024-01-24 22:30:00+00:00,2024-01-26 09:00:00+00:00,18302,14620,34.5,3682,3682,25.18467852257182,9
2024-01-24 22:30:00+00:00,2024-01-26 10:00:00+00:00,18139,14755,35.5,3384,3384,22.934598441206372,10
2024-01-24 22:30:00+00:00,2024-01-26 11:00:00+00:00,17948,15050,36.5,2898,2898,19.25581395348837,11
2024-01-24 22:30:00+00:00,2024-01-26 12:00:00+00:00,17623,15103,37.5,2520,2520,16.685426736409983,12
2024-01-24 22:30:00+00:00,2024-01-26 13:00:00+00:00,17205,15185,38.5,2020,2020,13.302601251234773,13
2024-01-24 22:30:00+00:00,2024-01-26 14:00:00+00:00,16612,14854,39.5,1758,1758,11.835195906826444,14
2024-01-24 22:30:00+00:00,2024-01-26 15:00:00+00:00,15973,13927,40.5,2046,2046,14.690888202771596,15
2024-01-24 22:30:00+00:00,2024-01-26 16:00:00+00:00,15699,13208,41.5,2491,2491,18.859781950333133,16
2024-01-24 22:30:00+00:00,2024-01-26 17:00:00+00:00,15526,13030,42.5,2496,2496,19.155794320798158,17
2024-01-24 22:30:00+00:00,2024-01-26 18:00:00+00:00,15352,12745,43.5,2607,2607,20.455080423695566,18
2024-01-24 22:30:00+00:00,2024-01-26 19:00:00+00:00,15478,12733,44.5,2745,2745,21.55815597266944,19
2024-01-24 22:30:00+00:00,2024-01-26 20:00:00+00:00,15600,12562,45.5,3038,3038,24.184047126253784,20
2024-01-24 22:30:00+00:00,2024-01-26 21:00:00+00:00,15719,12454,46.5,3265,3265,26.21647663401317,21
2024-01-24 18:30:00+00:00,2024-01-24 23:00:00+00:00,8630,8380,4.5,250,250,2.983293556085919,23
2024-01-24 18:30:00+00:00,2024-01-25 00:00:00+00:00,7744,7512,5.5,232,232,3.08839190628328,0
2024-01-24 18:30:00+00:00,2024-01-25 01:00:00+00:00,6915,6910,6.5,5,5,0.0723589001447178,1
2024-01-24 18:30:00+00:00,2024-01-25 02:00:00+00:00,6204,6321,7.5,-117,117,1.8509729473184622,2
2024-01-24 18:30:00+00:00,2024-01-25 03:00:00+00:00,5748,6055,8.5,-307,307,5.070189925681255,3
2024-01-24 18:30:00+00:00,2024-01-25 04:00:00+00:00,5575,6007,9.5,-432,432,7.19160978857999,4
2024-01-24 18:30:00+00:00,2024-01-25 05:00:00+00:00,5674,6135,10.5,-461,461,7.514262428687857,5
2024-01-24 18:30:00+00:00,2024-01-25 06:00:00+00:00,6258,6573,11.5,-315,315,4.792332268370607,6
2024-01-24 18:30:00+00:00,2024-01-25 07:00:00+00:00,7283,7496,12.5,-213,213,2.8415154749199574,7
2024-01-24 18:30:00+00:00,2024-01-25 08:00:00+00:00,8646,8529,13.5,117,117,1.371790362293352,8
2024-01-24 18:30:00+00:00,2024-01-25 09:00:00+00:00,10363,10362,14.5,1,1,0.009650646593321752,9
2024-01-24 18:30:00+00:00,2024-01-25 10:00:00+00:00,12330,11463,15.5,867,867,7.563465061502224,10
2024-01-24 18:30:00+00:00,2024-01-25 11:00:00+00:00,13753,12490,16.5,1263,1263,10.11208967173739,11
2024-01-24 18:30:00+00:00,2024-01-25 12:00:00+00:00,14766,12824,17.5,1942,1942,15.143480973175297,12
2024-01-24 18:30:00+00:00,2024-01-25 13:00:00+00:00,15267,13605,18.5,1662,1662,12.216097023153253,13
2024-01-24 18:30:00+00:00,2024-01-25 14:00:00+00:00,15492,13819,19.5,1673,1673,12.106520008683697,14
2024-01-24 18:30:00+00:00,2024-01-25 15:00:00+00:00,15634,13601,20.5,2033,2033,14.947430336004706,15
2024-01-24 18:30:00+00:00,2024-01-25 16:00:00+00:00,15943,14202,21.5,1741,1741,12.258836783551612,16
2024-01-24 18:30:00+00:00,2024-01-25 17:00:00+00:00,16295,14242,22.5,2053,2053,14.415110237326218,17
2024-01-24 18:30:00+00:00,2024-01-25 18:00:00+00:00,16623,14704,23.5,1919,1919,13.050870511425464,18
2024-01-24 18:30:00+00:00,2024-01-25 19:00:00+00:00,17103,14109,24.5,2994,2994,21.220497554752285,19
2024-01-24 18:30:00+00:00,2024-01-25 20:00:00+00:00,17510,14402,25.5,3108,3108,21.580336064435496,20
2024-01-24 18:30:00+00:00,2024-01-25 21:00:00+00:00,17947,14506,26.5,3441,3441,23.721218806011304,21
2024-01-24 18:30:00+00:00,2024-01-25 22:00:00+00:00,18477,14593,27.5,3884,3884,26.615500582471046,22
2024-01-24 18:30:00+00:00,2024-01-25 23:00:00+00:00,18903,14478,28.5,4425,4425,30.56361375880646,23
2024-01-24 18:30:00+00:00,2024-01-26 00:00:00+00:00,19124,14317,29.5,4807,4807,33.57546972131033,0
2024-01-24 18:30:00+00:00,2024-01-26 01:00:00+00:00,19100,14422,30.5,4678,4678,32.43655526279296,1
2024-01-24 18:30:00+00:00,2024-01-26 02:00:00+00:00,18856,14316,31.5,4540,4540,31.71276892986868,2
2024-01-24 18:30:00+00:00,2024-01-26 03:00:00+00:00,18828,14523,32.5,4305,4305,29.642635819045655,3
2024-01-24 18:30:00+00:00,2024-01-26 04:00:00+00:00,19072,14632,33.5,4440,4440,30.344450519409516,4
2024-01-24 18:30:00+00:00,2024-01-26 05:00:00+00:00,19131,14692,34.5,4439,4439,30.21372175333515,5
2024-01-24 18:30:00+00:00,2024-01-26 06:00:00+00:00,19111,14547,35.5,4564,4564,31.374166494809923,6
2024-01-24 18:30:00+00:00,2024-01-26 07:00:00+00:00,18876,14603,36.5,4273,4273,29.26111073067178,7
2024-01-24 18:30:00+00:00,2024-01-26 08:00:00+00:00,18614,14722,37.5,3892,3892,26.43662545849749,8
2024-01-24 18:30:00+00:00,2024-01-26 09:00:00+00:00,18306,14620,38.5,3686,3686,25.212038303693568,9
2024-01-24 18:30:00+00:00,2024-01-26 10:00:00+00:00,18144,14755,39.5,3389,3389,22.968485259234157,10
2024-01-24 18:30:00+00:00,2024-01-26 11:00:00+00:00,17953,15050,40.5,2903,2903,19.2890365448505,11
2024-01-24 18:30:00+00:00,2024-01-26 12:00:00+00:00,17629,15103,41.5,2526,2526,16.725153942925246,12
2024-01-24 18:30:00+00:00,2024-01-26 13:00:00+00:00,17213,15185,42.5,2028,2028,13.355284820546592,13
2024-01-24 18:30:00+00:00,2024-01-26 14:00:00+00:00,16622,14854,43.5,1768,1768,11.902517840312374,14
2024-01-24 18:30:00+00:00,2024-01-26 15:00:00+00:00,15983,13927,44.5,2056,2056,14.762691175414663,15
2024-01-24 18:30:00+00:00,2024-01-26 16:00:00+00:00,15710,13208,45.5,2502,2502,18.943064809206543,16
2024-01-24 18:30:00+00:00,2024-01-26 17:00:00+00:00,15535,13030,46.5,2505,2505,19.224865694551035,17
2024-01-24 18:30:00+00:00,2024-01-26 18:00:00+00:00,15360,12745,47.5,2615,2615,20.51785013730875,18
2024-01-24 15:30:00+00:00,2024-01-24 21:00:00+00:00,10935,10361,5.5,574,574,5.54000579094682,21
2024-01-24 15:30:00+00:00,2024-01-24 22:00:00+00:00,9769,9429,6.5,340,340,3.6058967016650763,22
2024-01-24 15:30:00+00:00,2024-01-24 23:00:00+00:00,8712,8380,7.5,332,332,3.9618138424821003,23
2024-01-24 15:30:00+00:00,2024-01-25 00:00:00+00:00,7818,7512,8.5,306,306,4.073482428115016,0
2024-01-24 15:30:00+00:00,2024-01-25 01:00:00+00:00,6965,6910,9.5,55,55,0.7959479015918958,1
2024-01-24 15:30:00+00:00,2024-01-25 02:00:00+00:00,6258,6321,10.5,-63,63,0.9966777408637874,2
2024-01-24 15:30:00+00:00,2024-01-25 03:00:00+00:00,5880,6055,11.5,-175,175,2.8901734104046244,3
2024-01-24 15:30:00+00:00,2024-01-25 04:00:00+00:00,5672,6007,12.5,-335,335,5.576827035125687,4
2024-01-24 15:30:00+00:00,2024-01-25 05:00:00+00:00,5753,6135,13.5,-382,382,6.226568867155664,5
2024-01-24 15:30:00+00:00,2024-01-25 06:00:00+00:00,6207,6573,14.5,-366,366,5.568233683249658,6
2024-01-24 15:30:00+00:00,2024-01-25 07:00:00+00:00,7184,7496,15.5,-312,312,4.16221985058698,7
2024-01-24 15:30:00+00:00,2024-01-25 08:00:00+00:00,8440,8529,16.5,-89,89,1.0434986516590457,8
2024-01-24 15:30:00+00:00,2024-01-25 09:00:00+00:00,10210,10362,17.5,-152,152,1.4668982821849064,9
2024-01-24 15:30:00+00:00,2024-01-25 10:00:00+00:00,12231,11463,18.5,768,768,6.699816801884323,10
2024-01-24 15:30:00+00:00,2024-01-25 11:00:00+00:00,13775,12490,19.5,1285,1285,10.288230584467573,11
2024-01-24 15:30:00+00:00,2024-01-25 12:00:00+00:00,14769,12824,20.5,1945,1945,15.166874610106051,12
2024-01-24 15:30:00+00:00,2024-01-25 13:00:00+00:00,15305,13605,21.5,1700,1700,12.495406100698272,13
2024-01-24 15:30:00+00:00,2024-01-25 14:00:00+00:00,15558,13819,22.5,1739,1739,12.584123308488312,14
2024-01-24 15:30:00+00:00,2024-01-25 15:00:00+00:00,15748,13601,23.5,2147,2147,15.785603999705906,15
2024-01-24 15:30:00+00:00,2024-01-25 16:00:00+00:00,16131,14202,24.5,1929,1929,13.582594000844953,16
2024-01-24 15:30:00+00:00,2024-01-25 17:00:00+00:00,16500,14242,25.5,2258,2258,15.854514815334925,17
2024-01-24 15:30:00+00:00,2024-01-25 18:00:00+00:00,16817,14704,26.5,2113,2113,14.370239390642004,18
2024-01-24 15:30:00+00:00,2024-01-25 19:00:00+00:00,17299,14109,27.5,3190,3190,22.609681763413427,19
2024-01-24 15:30:00+00:00,2024-01-25 20:00:00+00:00,17728,14402,28.5,3326,3326,23.094014720177753,20
2024-01-24 15:30:00+00:00,2024-01-25 21:00:00+00:00,18137,14506,29.5,3631,3631,25.031021646215358,21
2024-01-24 15:30:00+00:00,2024-01-25 22:00:00+00:00,18635,14593,30.5,4042,4042,27.69821147125334,22
2024-01-24 15:30:00+00:00,2024-01-25 23:00:00+00:00,19020,14478,31.5,4542,4542,31.371736427683384,23
2024-01-24 15:30:00+00:00,2024-01-26 00:00:00+00:00,19144,14317,32.5,4827,4827,33.71516379129706,0
2024-01-24 15:30:00+00:00,2024-01-26 01:00:00+00:00,19031,14422,33.5,4609,4609,31.95811953959229,1
2024-01-24 15:30:00+00:00,2024-01-26 02:00:00+00:00,18910,14316,34.5,4594,4594,32.08996926515786,2
2024-01-24 15:30:00+00:00,2024-01-26 03:00:00+00:00,18914,14523,35.5,4391,4391,30.23479997245748,3
2024-01-24 15:30:00+00:00,2024-01-26 04:00:00+00:00,18970,14632,36.5,4338,4338,29.647348277747405,4
2024-01-24 15:30:00+00:00,2024-01-26 05:00:00+00:00,19036,14692,37.5,4344,4344,29.567111353117344,5
2024-01-24 15:30:00+00:00,2024-01-26 06:00:00+00:00,19069,14547,38.5,4522,4522,31.085447171238055,6
2024-01-24 15:30:00+00:00,2024-01-26 07:00:00+00:00,18928,14603,39.5,4325,4325,29.61720194480586,7
2024-01-24 15:30:00+00:00,2024-01-26 08:00:00+00:00,18658,14722,40.5,3936,3936,26.735497894307837,8
2024-01-24 15:30:00+00:00,2024-01-26 09:00:00+00:00,18316,14620,41.5,3696,3696,25.280437756497946,9
2024-01-24 15:30:00+00:00,2024-01-26 10:00:00+00:00,18215,14755,42.5,3460,3460,23.449678075228736,10
2024-01-24 15:30:00+00:00,2024-01-26 11:00:00+00:00,18010,15050,43.5,2960,2960,19.667774086378735,11
2024-01-24 15:30:00+00:00,2024-01-26 12:00:00+00:00,17671,15103,44.5,2568,2568,17.003244388532078,12
2024-01-24 15:30:00+00:00,2024-01-26 13:00:00+00:00,17243,15185,45.5,2058,2058,13.55284820546592,13
2024-01-24 15:30:00+00:00,2024-01-26 14:00:00+00:00,16687,14854,46.5,1833,1833,12.340110407970917,14
2024-01-24 15:30:00+00:00,2024-01-26 15:00:00+00:00,15987,13927,47.5,2060,2060,14.79141236447189,15
2024-01-24 11:30:00+00:00,2024-01-24 21:00:00+00:00,10976,10361,9.5,615,615,5.935720490300164,21
2024-01-24 11:30:00+00:00,2024-01-24 22:00:00+00:00,9870,9429,10.5,441,441,4.67706013363029,22
2024-01-24 11:30:00+00:00,2024-01-24 23:00:00+00:00,8803,8380,11.5,423,423,5.047732696897374,23
2024-01-24 11:30:00+00:00,2024-01-25 00:00:00+00:00,7893,7512,12.5,381,381,5.071884984025559,0
2024-01-24 11:30:00+00:00,2024-01-25 01:00:00+00:00,7040,6910,13.5,130,130,1.881331403762663,1
2024-01-24 11:30:00+00:00,2024-01-25 02:00:00+00:00,6333,6321,14.5,12,12,0.18984337921214997,2
2024-01-24 11:30:00+00:00,2024-01-25 03:00:00+00:00,5969,6055,15.5,-86,86,1.4203137902559868,3
2024-01-24 11:30:00+00:00,2024-01-25 04:00:00+00:00,5718,6007,16.5,-289,289,4.8110537706009655,4
2024-01-24 11:30:00+00:00,2024-01-25 05:00:00+00:00,5839,6135,17.5,-296,296,4.824775876120619,5
2024-01-24 11:30:00+00:00,2024-01-25 06:00:00+00:00,6214,6573,18.5,-359,359,5.461737410619199,6
2024-01-24 11:30:00+00:00,2024-01-25 07:00:00+00:00,7142,7496,19.5,-354,354,4.722518676627534,7
2024-01-24 11:30:00+00:00,2024-01-25 08:00:00+00:00,8412,8529,20.5,-117,117,1.371790362293352,8
2024-01-24 11:30:00+00:00,2024-01-25 09:00:00+00:00,10260,10362,21.5,-102,102,0.9843659525188188,9
2024-01-24 11:30:00+00:00,2024-01-25 10:00:00+00:00,12115,11463,22.5,652,652,5.687865305766379,10
2024-01-24 11:30:00+00:00,2024-01-25 11:00:00+00:00,13783,12490,23.5,1293,1293,10.352281825460368,11
2024-01-24 11:30:00+00:00,2024-01-25 12:00:00+00:00,14931,12824,24.5,2107,2107,16.430131004366814,12
2024-01-24 11:30:00+00:00,2024-01-25 13:00:00+00:00,15464,13605,25.5,1859,1859,13.664094083057698,13
2024-01-24 11:30:00+00:00,2024-01-25 14:00:00+00:00,15712,13819,26.5,1893,1893,13.698531008032418,14
2024-01-24 11:30:00+00:00,2024-01-25 15:00:00+00:00,15933,13601,27.5,2332,2332,17.145798103080658,15
2024-01-24 11:30:00+00:00,2024-01-25 16:00:00+00:00,16309,14202,28.5,2107,2107,14.835938600197155,16
2024-01-24 11:30:00+00:00,2024-01-25 17:00:00+00:00,16694,14242,29.5,2452,2452,17.21668305013341,17
2024-01-24 11:30:00+00:00,2024-01-25 18:00:00+00:00,17049,14704,30.5,2345,2345,15.94804134929271,18
2024-01-24 11:30:00+00:00,2024-01-25 19:00:00+00:00,17481,14109,31.5,3372,3372,23.899638528598764,19
2024-01-24 11:30:00+00:00,2024-01-25 20:00:00+00:00,17879,14402,32.5,3477,3477,24.142480211081793,20
2024-01-24 11:30:00+00:00,2024-01-25 21:00:00+00:00,18223,14506,33.5,3717,3717,25.623879773886664,21
2024-01-24 11:30:00+00:00,2024-01-25 22:00:00+00:00,18544,14593,34.5,3951,3951,27.074624820119237,22
2024-01-24 11:30:00+00:00,2024-01-25 23:00:00+00:00,18810,14478,35.5,4332,4332,29.92125984251969,23
2024-01-24 11:30:00+00:00,2024-01-26 00:00:00+00:00,19014,14317,36.5,4697,4697,32.807152336383325,0
2024-01-24 11:30:00+00:00,2024-01-26 01:00:00+00:00,19006,14422,37.5,4584,4584,31.78477326307031,1
2024-01-24 11:30:00+00:00,2024-01-26 02:00:00+00:00,18928,14316,38.5,4612,4612,32.21570271025426,2
2024-01-24 11:30:00+00:00,2024-01-26 03:00:00+00:00,18848,14523,39.5,4325,4325,29.780348412862356,3
2024-01-24 11:30:00+00:00,2024-01-26 04:00:00+00:00,18980,14632,40.5,4348,4348,29.7156916347731,4
2024-01-24 11:30:00+00:00,2024-01-26 05:00:00+00:00,19041,14692,41.5,4349,4349,29.6011434794446,5
2024-01-24 11:30:00+00:00,2024-01-26 06:00:00+00:00,19074,14547,42.5,4527,4527,31.119818519282326,6
2024-01-24 11:30:00+00:00,2024-01-26 07:00:00+00:00,18890,14603,43.5,4287,4287,29.356981442169417,7
2024-01-24 11:30:00+00:00,2024-01-26 08:00:00+00:00,18609,14722,44.5,3887,3887,26.402662681700857,8
2024-01-24 11:30:00+00:00,2024-01-26 09:00:00+00:00,18254,14620,45.5,3634,3634,24.856361149110807,9
2024-01-24 11:30:00+00:00,2024-01-26 10:00:00+00:00,18135,14755,46.5,3380,3380,22.90748898678414,10
2024-01-24 11:30:00+00:00,2024-01-26 11:00:00+00:00,17923,15050,47.5,2873,2873,19.089700996677742,11
2024-01-24 09:30:00+00:00,2024-01-24 21:00:00+00:00,10976,10361,11.5,615,615,5.935720490300164,21
2024-01-24 09:30:00+00:00,2024-01-24 22:00:00+00:00,9868,9429,12.5,439,439,4.655848976561671,22
2024-01-24 09:30:00+00:00,2024-01-24 23:00:00+00:00,8797,8380,13.5,417,417,4.976133651551313,23
2024-01-24 09:30:00+00:00,2024-01-25 00:00:00+00:00,7888,7512,14.5,376,376,5.005324813631523,0
2024-01-24 09:30:00+00:00,2024-01-25 01:00:00+00:00,7036,6910,15.5,126,126,1.8234442836468887,1
2024-01-24 09:30:00+00:00,2024-01-25 02:00:00+00:00,6332,6321,16.5,11,11,0.1740230976111375,2
2024-01-24 09:30:00+00:00,2024-01-25 03:00:00+00:00,5968,6055,17.5,-87,87,1.4368290668868704,3
2024-01-24 09:30:00+00:00,2024-01-25 04:00:00+00:00,5702,6007,18.5,-305,305,5.0774096886965205,4
2024-01-24 09:30:00+00:00,2024-01-25 05:00:00+00:00,5818,6135,19.5,-317,317,5.167074164629177,5
2024-01-24 09:30:00+00:00,2024-01-25 06:00:00+00:00,6201,6573,20.5,-372,372,5.659516202647193,6
2024-01-24 09:30:00+00:00,2024-01-25 07:00:00+00:00,7111,7496,21.5,-385,385,5.136072572038421,7
2024-01-24 09:30:00+00:00,2024-01-25 08:00:00+00:00,8389,8529,22.5,-140,140,1.6414585531715324,8
2024-01-24 09:30:00+00:00,2024-01-25 09:00:00+00:00,10253,10362,23.5,-109,109,1.051920478672071,9
2024-01-24 09:30:00+00:00,2024-01-25 10:00:00+00:00,12102,11463,24.5,639,639,5.5744569484428155,10
2024-01-24 09:30:00+00:00,2024-01-25 11:00:00+00:00,13766,12490,25.5,1276,1276,10.216172938350681,11
